store_number,store_url,name,street,city,state,postal_code,country,phone,facility_type,latitude,longitude,hours,complete_address
3441,https://www.nike.com/retail/s/耐克淮海品牌体验店,NIKE淮海品牌体验店,黄浦区淮海中路717号  ,上海,上海,200021,CN,+86 21-60752478,NIKE_OWNED_STORE,31.219091,121.464957,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",黄浦区淮海中路717号   上海 上海 200021
457,https://www.nike.com/retail/s/nike-by-bayshore,Nike by Bayshore,5695 N Centerpark Way Suite N127  ,Glendale,WI,53217,US,1-800-344-6453,NIKE_OWNED_STORE,43.1208831,-87.9152165,"monday:11:00 - 07:00, tuesday:11:00 - 07:00, wednesday:11:00 - 07:00, thursday:11:00 - 07:00, friday:11:00 - 07:00, saturday:11:00 - 07:00, sunday:11:00 - 06:00",5695 N Centerpark Way Suite N127   Glendale WI 53217
3655,https://www.nike.com/retail/s/耐克北京机场换季优惠店,NIKE北京机场换季优惠店,朝阳区金盏乡森林公园东一号斯普瑞斯奥特莱斯 A-23/A32耐克换季优惠店 ,北京,北京,100018,CN,+86 10-84399015,NIKE_OWNED_STORE,40.011014,116.595917,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 09:00",朝阳区金盏乡森林公园东一号斯普瑞斯奥特莱斯 A-23/A32耐克换季优惠店  北京 北京 100018
450,https://www.nike.com/retail/s/nike-factory-store-northfield,Nike Factory Store - Northfield,"8230 E Northfield Blvd, Suite 1370  ",Denver,CO,80238,US,1-800-806-6453,NIKE_OWNED_STORE,39.7826576,-104.8923802,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:11:00 - 07:00","8230 E Northfield Blvd, Suite 1370   Denver CO 80238"
257,https://www.nike.com/retail/s/nike-clearance-store-pasadena,Nike Clearance Store - Pasadena,5726 Fairmont Pkwy.  ,Pasadena,TX,77505,US,+1 (281) 998-0010,NIKE_OWNED_STORE,29.647242,-95.1533,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:11:00 - 07:00",5726 Fairmont Pkwy.   Pasadena TX 77505
259053,https://www.nike.com/retail/s/耐克徐州金鹰国际kicks-lounge体验店,耐克徐州金鹰国际KICKS LOUNGE体验店,江苏省徐州市中山北路2号徐州金鹰彭城广场店B座1F  ,徐州市,江苏,221000,CN,+86,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,34.272363,117.192987,"monday:09:30 - 09:30, tuesday:09:30 - 09:30, wednesday:09:30 - 09:30, thursday:09:30 - 09:30, friday:09:30 - 09:30, saturday:09:30 - 09:30, sunday:09:15 - 09:15",江苏省徐州市中山北路2号徐州金鹰彭城广场店B座1F   徐州市 江苏 221000
661,https://www.nike.com/retail/s/nike-factory-store-piraeus,Nike Factory Store Piraeus,Pireos 8  ,Moschato,Athens,183 46,GR,(+30) 210 48 10 807,NIKE_OWNED_STORE,37.9546592,23.6752345,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 08:00, sunday:Closed",Pireos 8   Moschato Athens 183 46
274246,https://www.nike.com/retail/s/无锡锡山区荟聚中心nk rise,无锡锡山区荟聚中心NK RISE,无锡市锡山经济开发区团结中路3号无锡荟聚中心2楼NIKE店铺  ,无锡,江苏,214101,CN,+86 13003365232,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,31.58,120.39,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",无锡市锡山经济开发区团结中路3号无锡荟聚中心2楼NIKE店铺   无锡 江苏 214101
1888,https://www.nike.com/retail/s/nike-sahara-mall,Nike Sahara Mall,"Shop No-15, Ground Floor, Saharamall  ",Lucknow,Uttar Pradesh,226001,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,26.858073,80.97622,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00","Shop No-15, Ground Floor, Saharamall   Lucknow Uttar Pradesh 226001"
2617,https://www.nike.com/retail/s/nsp-akbati,Nike Store Akbati (Partnered),Sanayi Mah. 1655 Sok. No:6 Akbatı Avm. K.1 No:174 Esenyurt Bahçeşehir,İSTANBUL,,34770,TR,+90 212 397 72 38,FRANCHISEE_PARTNER_STORE,41.056241,28.667728,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",Sanayi Mah. 1655 Sok. No:6 Akbatı Avm. K.1 No:174 Esenyurt Bahçeşehir İSTANBUL  34770
523,https://www.nike.com/retail/s/tillicoultry-nike-factory-store,Tillicoultry Nike Factory Store,Affinity Sterling Mills Outlet Shopping Moss road ,Tillicoultry,,FK13 6HQ,GB,+44 1259 750148,NIKE_OWNED_STORE,56.149308,-3.7407,"monday:10:00 - 06:00, tuesday:10:00 - 06:00, wednesday:10:00 - 06:00, thursday:10:00 - 06:00, friday:10:00 - 06:00, saturday:10:00 - 06:00, sunday:10:00 - 06:00",Affinity Sterling Mills Outlet Shopping Moss road  Tillicoultry  FK13 6HQ
569,https://www.nike.com/retail/s/nike-factory-store-budapest,Budapest Nike Factory Store,"Premier Outlet Biatorbágy, Budaörsi út 4. ",Biatorbágy,,2051,HU,+36 2344 9733,NIKE_OWNED_STORE,47.466015,18.888135,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:10:00 - 08:00","Premier Outlet Biatorbágy, Budaörsi út 4.  Biatorbágy  2051"
950,https://www.nike.com/retail/s/jerusalem-nike-factory-store,Jerusalem Nike Factory Store,Pierre Koenig 27 Talpiot  ,Jerusalem,,93469,IL,97226236253,NIKE_OWNED_STORE,31.77769,35.22389,"monday:09:30 - 09:30, tuesday:09:30 - 09:30, wednesday:09:30 - 09:30, thursday:09:30 - 09:30, friday:09:00 - 02:00, saturday:Closed, sunday:09:30 - 09:30",Pierre Koenig 27 Talpiot   Jerusalem  93469
525676,https://www.nike.com/retail/s/耐克深圳海岸城体验店,耐克深圳海岸城体验店,深圳市南山区文心五路33号海岸城购物中心2-3楼  ,深圳市,广东,518000,CN,+0755-23971110,FRANCHISEE_PARTNER_STORE,22.517298,113.935283,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",深圳市南山区文心五路33号海岸城购物中心2-3楼   深圳市 广东 518000
388,https://www.nike.com/retail/s/nike-sigra,Nike Sigra,"Plot No 36, Kamla Nagar, Near Sigra Thana  ",Varanasi,Uttar Pradesh,221002,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,25.315117,82.986587,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00","Plot No 36, Kamla Nagar, Near Sigra Thana   Varanasi Uttar Pradesh 221002"
2748,https://www.nike.com/retail/s/nike-store-split-mall,NSP Mall Of Split,ULICA JOSIPA JOVICA 93  ,SPLIT,,21000,HR,+00385 99 375 5026,FRANCHISEE_PARTNER_STORE,43.51841,16.48356,"monday:09:00 - 10:00, tuesday:09:00 - 10:00, wednesday:09:00 - 10:00, thursday:09:00 - 10:00, friday:09:00 - 10:00, saturday:09:00 - 10:00, sunday:09:00 - 10:00",ULICA JOSIPA JOVICA 93   SPLIT  21000
2604,https://www.nike.com/retail/s/nike-store-lyon-partnered,Nike Store Lyon (Partnered),14 Rue de la République  ,Lyon,,69002,FR,+33 0478 98 03 96,FRANCHISEE_PARTNER_STORE,45.764714,4.835751,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 07:00, saturday:10:00 - 07:00, sunday:Closed",14 Rue de la République   Lyon  69002
2332,https://www.nike.com/retail/s/nike-istanbul,Nike Istanbul,NIKE ISTANBUL KULOGLU ISTIKLAL CD. NO:113 ,Istanbul,,34000,TR,90 212 2447575,FRANCHISEE_PARTNER_STORE,41.0329865,28.980154,"monday:Closed, tuesday:Closed, wednesday:Closed, thursday:Closed, friday:Closed, saturday:Closed, sunday:Closed",NIKE ISTANBUL KULOGLU ISTIKLAL CD. NO:113  Istanbul  34000
259058,https://www.nike.com/retail/s/jordan-1-eastchangan,JORDAN 1 EASTCHANGAN,北京市 东城区 东长安街1号东方广场一层JORDAN-L1  ,北京,北京,100005,CN,010-85188698,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,39.9094,116.4145,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",北京市 东城区 东长安街1号东方广场一层JORDAN-L1   北京 北京 100005
EGY033,https://www.nike.com/retail/s/nike-store-city-stars-phase-1-flagship,Nike Store City Stars (Phase 1) Flagship,CityStars Mall store no. MSU3 Heliopolis,Cairo,,11757,EG,002 01066651657,FRANCHISEE_PARTNER_STORE,30.073095,31.345742,"monday:10:00 - 12:00, tuesday:10:00 - 12:00, wednesday:10:00 - 12:00, thursday:10:00 - 12:00, friday:10:00 - 12:00, saturday:10:00 - 12:00, sunday:10:00 - 12:00",CityStars Mall store no. MSU3 Heliopolis Cairo  11757
2333,https://www.nike.com/retail/s/nsp-forumbornova,Nike Store Forum Bornova (Partnered),Forum Bornova Avm D-Blok No:26M Bornova ,İZMİR,,35100,TR,+90 232 374 45 08,FRANCHISEE_PARTNER_STORE,38.450215,27.210242,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",Forum Bornova Avm D-Blok No:26M Bornova  İZMİR  35100
271030,https://www.nike.com/retail/s/黑龙江省哈尔滨市道里区中央大街胜道beacon-l2-l(1200),黑龙江省哈尔滨市道里区中央大街胜道BEACON-L2-L(1200),哈尔滨市道里区中央大街86号胜道运动城二楼耐克  ,哈尔滨,黑龙江,150010,CN,+86 15134565470,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,45.770679,126.619539,"monday:09:30 - 08:30, tuesday:09:30 - 08:30, wednesday:09:30 - 08:30, thursday:09:30 - 08:30, friday:09:30 - 08:30, saturday:09:30 - 08:30, sunday:09:30 - 08:30",哈尔滨市道里区中央大街86号胜道运动城二楼耐克   哈尔滨 黑龙江 150010
BUL009,https://www.nike.com/retail/s/nike-sofia-mall,Nike Sofia Mall,101 Aleksandar Stamboliyski Blvd.  ,Sofia,,01303,BG,359896698607,FRANCHISEE_PARTNER_STORE,42.698562,23.309425,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",101 Aleksandar Stamboliyski Blvd.   Sofia  01303
3803,https://www.nike.com/retail/s/耐克深圳梅观换季优惠店,NIKE深圳梅观换季优惠店,龙华新区民康路和华南路交汇处，8号仓奥特莱斯负一楼  ,深圳,广东省,518131,CN,+86 755-61824598,NIKE_OWNED_STORE,22.618605,114.055207,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",龙华新区民康路和华南路交汇处，8号仓奥特莱斯负一楼   深圳 广东省 518131
7094,https://www.nike.com/retail/s/nike-pondok-indah-mall,Nike Pondok Indah Mall,"Jl Metro Pondok Indah Kav IV  RT.1/RW.16 Pd. Pinang, Kec. Kby. Lama Daerah Khusus Ibukota Lvl 2",Jakarta,Jakarta,12310,ID,02175920626,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-6.265989,106.7837,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00","Jl Metro Pondok Indah Kav IV  RT.1/RW.16 Pd. Pinang, Kec. Kby. Lama Daerah Khusus Ibukota Lvl 2 Jakarta Jakarta 12310"
4039,https://www.nike.com/retail/s/呼和浩特车站前,NIKE呼和浩特车站前优选体验店,新城区机场路水岸小镇H区1号楼 1-1-1单元、1-2-1单元、1-3-1A单元 ,呼和浩特,内蒙古自治区,010000,CN,+86 471-2570572,NIKE_OWNED_STORE,40.810226,111.777168,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:10:00 - 08:00",新城区机场路水岸小镇H区1号楼 1-1-1单元、1-2-1单元、1-3-1A单元  呼和浩特 内蒙古自治区 010000
3388,https://www.nike.com/retail/s/耐克換季優惠店-重新家樂福,NIKE換季優惠店 重新家樂福,三重區重新路五段654號1F  ,新北市,台湾,24158,TW,+886 2-29956451,NIKE_OWNED_STORE,25.043293,121.467512,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",三重區重新路五段654號1F   新北市 台湾 24158
8966,https://www.nike.com/retail/s/nike-pavillion,Nike Pavillion,"Pavillion Mall, First Floor, Shop No-114 Near Old Session Court. Fountain Chowk ",Ludhiana,Punjab,141001,IN,1-800-344-6453,NIKE_OWNED_STORE,30.9158712,75.8406448,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00","Pavillion Mall, First Floor, Shop No-114 Near Old Session Court. Fountain Chowk  Ludhiana Punjab 141001"
78529,https://www.nike.com/retail/s/nike-lotte-daegu-yulha,나이키 롯데 율하,안심로 80 롯데아울렛 대구율하점 2층  ,동구,대구광역시,41097,KR,+82 53 960 2790,FRANCHISEE_PARTNER_STORE,35.87149543,128.6939076,"monday:10:30 - 07:30, tuesday:10:30 - 07:30, wednesday:10:30 - 07:30, thursday:10:30 - 07:30, friday:10:30 - 08:30, saturday:10:30 - 08:30, sunday:10:30 - 08:30",안심로 80 롯데아울렛 대구율하점 2층   동구 대구광역시 41097
6004,https://www.nike.com/retail/s/nike-vaishali-nagar,Nike Vaishali Nagar,"4A-Rseb Colony, Ground Floor, Opp. Indian Oil Petrol Pump, Vaisahli Nagar  ",Jaipur,Rajasthan,302021,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,26.913976,75.743598,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00","4A-Rseb Colony, Ground Floor, Opp. Indian Oil Petrol Pump, Vaisahli Nagar   Jaipur Rajasthan 302021"
3694,https://www.nike.com/retail/s/耐克北京顺西换季优惠店,NIKE北京顺西换季优惠店,顺义区贯通路隆华奥特莱斯耐克换季优惠店  ,北京,北京,101300,CN,+86 10-89418380,NIKE_OWNED_STORE,40.127896,116.642019,"monday:09:00 - 08:00, tuesday:09:00 - 08:00, wednesday:09:00 - 08:00, thursday:09:00 - 08:00, friday:09:00 - 08:00, saturday:09:00 - 08:00, sunday:09:00 - 08:00",顺义区贯通路隆华奥特莱斯耐克换季优惠店   北京 北京 101300
3779,https://www.nike.com/retail/s/耐克佛山佛佛坪换季优惠店,NIKE佛山佛平换季优惠店,南海区桂城街道石龙南路6号南海环宇城一层123单元  ,佛山,广东省,528231,CN,+86 757-81768350,NIKE_OWNED_STORE,23.032237,113.187524,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",南海区桂城街道石龙南路6号南海环宇城一层123单元   佛山 广东省 528231
4904,https://www.nike.com/retail/s/耐克澳門官也換季優惠店,NIKE澳門官也換季優惠店,氹仔消防局前地官也薈地下B座  ,澳门,澳门,0,MO,+853 28576369,NIKE_OWNED_STORE,22.15136,113.561852,"monday:11:00 - 09:00, tuesday:11:00 - 09:00, wednesday:11:00 - 09:00, thursday:11:00 - 09:00, friday:11:00 - 09:00, saturday:11:00 - 09:00, sunday:11:00 - 09:00",氹仔消防局前地官也薈地下B座   澳门 澳门 0
4933,https://www.nike.com/retail/s/nike-rouse-hill,Nike Rouse Hill,Rouse Hill Town Centre Cnr. Windsor Rd. & White Hart Dr. Shop 177-178,Rouse Hill,New South Wales,2155,AU,+61 2 4077 3763,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-33.68983062258867,150.92597806670574,"monday:09:00 - 06:00, tuesday:09:00 - 06:00, wednesday:09:00 - 06:00, thursday:09:00 - 09:00, friday:09:00 - 06:00, saturday:09:00 - 06:00, sunday:10:00 - 05:00",Rouse Hill Town Centre Cnr. Windsor Rd. & White Hart Dr. Shop 177-178 Rouse Hill New South Wales 2155
9507,https://www.nike.com/retail/s/nike-inorbit-mall-hyderabad,Nike Inorbit Mall Hyderabad,"Shop No G1-16  Ground 1  Inorbit Mall  APIIC Software Layout Madhapur  Hyderabad  Telangana 500081, ",Hyderabad,Telangana,500081,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,17.36667,78.46667,"monday:11:00 - 10:00, tuesday:11:00 - 10:00, wednesday:11:00 - 10:00, thursday:11:00 - 10:00, friday:11:00 - 10:00, saturday:11:00 - 10:00, sunday:11:00 - 10:00","Shop No G1-16  Ground 1  Inorbit Mall  APIIC Software Layout Madhapur  Hyderabad  Telangana 500081,  Hyderabad Telangana 500081"
464,https://www.nike.com/retail/s/nike-by-riverton,Nike by Riverton,"13348 Teal Ridge Way, Suite N-140  ",Riverton,UT,84096,US,1-800-806-6453,NIKE_OWNED_STORE,40.50873779782819,-111.99497401665565,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:12:00 - 06:00","13348 Teal Ridge Way, Suite N-140   Riverton UT 84096"
2307,https://www.nike.com/retail/s/nike-only-gateway,NIKE ONLY GATEWAY,DURBAN  ,ZAF,,4319,ZA,+1 800 344 6453,FRANCHISEE_PARTNER_STORE,-29.85868039999999,31.0218404,"monday:08:00 - 08:00, tuesday:08:00 - 08:00, wednesday:08:00 - 08:00, thursday:08:00 - 08:00, friday:08:00 - 08:00, saturday:08:00 - 08:00, sunday:08:00 - 08:00",DURBAN   ZAF  4319
8256,https://www.nike.com/retail/s/nike-rdc-ghaziabad,Nike RDC Ghaziabad,"Shop no. D 29, RDC, Rajnagar ,  Ghaziabad-201002  ",Ghaziabad,Uttar Pradesh,201002,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,28.645993,77.33332,"monday:11:00 - 10:00, tuesday:11:00 - 10:00, wednesday:11:00 - 10:00, thursday:11:00 - 10:00, friday:11:00 - 10:00, saturday:11:00 - 10:00, sunday:11:00 - 10:00","Shop no. D 29, RDC, Rajnagar ,  Ghaziabad-201002   Ghaziabad Uttar Pradesh 201002"
6125,https://www.nike.com/retail/s/nike-factory-store-gimhae,나이키 팩토리 스토어 김해,장유로 469 롯데 프리미엄 아울렛  ,김해시,경상남도,51011,KR,+82 55 900 2555,NIKE_OWNED_STORE,35.1852197,128.8278884,"monday:11:00 - 09:00, tuesday:11:00 - 09:00, wednesday:11:00 - 09:00, thursday:11:00 - 09:00, friday:11:00 - 09:00, saturday:11:00 - 09:00, sunday:11:00 - 09:00",장유로 469 롯데 프리미엄 아울렛   김해시 경상남도 51011
9943,https://www.nike.com/retail/s/nike-kota-kasablanka,Nike by Kasablanka,"Jl. Casablanca Raya Kav. 88 Menteng Dalam, Tebet, lvl.1 unit 118-119 ",Jakarta,South Jakarta,12870,ID,(021) 29465020,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-6.223625,106.842885,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00","Jl. Casablanca Raya Kav. 88 Menteng Dalam, Tebet, lvl.1 unit 118-119  Jakarta South Jakarta 12870"
260090,https://www.nike.com/retail/s/耐克临沂华润万象汇体验店,耐克临沂华润万象汇体验店,临沂市兰山区沂蒙路与启阳路交汇处  ,临沂,山东,276000,CN,+86 0539-7756779,FRANCHISEE_PARTNER_STORE,35.0632,118.3501,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",临沂市兰山区沂蒙路与启阳路交汇处   临沂 山东 276000
PD2,https://www.nike.com/retail/s/nike-park-royal,Nike Park Royal,900 Main St. Unit C2 ,West Vancouver,British Columbia,V7T 2Z3,CA,6049259667,FRANCHISEE_PARTNER_STORE,49.33613,-123.1446,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:09:30 - 06:30, sunday:11:00 - 07:00",900 Main St. Unit C2  West Vancouver British Columbia V7T 2Z3
646,https://www.nike.com/retail/s/la-coruna-nike-factory-store,Nike Factory Store La Coruna,"The Style Outlets Av. Alvedro, 5 ",La Coruna,,15180,ES,+34 9816 52971,NIKE_OWNED_STORE,43.290722,-8.370812,"monday:11:00 - 09:00, tuesday:11:00 - 09:00, wednesday:11:00 - 09:00, thursday:11:00 - 09:00, friday:11:00 - 09:00, saturday:11:00 - 09:00, sunday:Closed","The Style Outlets Av. Alvedro, 5  La Coruna  15180"
KSA034,https://www.nike.com/retail/s/nike-mall-of-dhahran,Nike Mall of Dhahran,"Mall of Dhahran Blvd, Doha Al Janubiyah  ",Dhahran,,34457,SA,966138686623,FRANCHISEE_PARTNER_STORE,26.305905,50.170259,"monday:09:30 - 10:30, tuesday:09:30 - 10:30, wednesday:09:30 - 10:30, thursday:09:30 - 10:30, friday:09:30 - 10:30, saturday:09:30 - 10:30, sunday:09:30 - 10:30","Mall of Dhahran Blvd, Doha Al Janubiyah   Dhahran  34457"
698,https://www.nike.com/retail/s/croix-blanche-nike-factory-store,Nike Factory Store Croix Blanche,N°34 Avenue De L'Hurepoi  ,Sainte-Geneviève-des-Bois,,91700,FR,+33(0)181860547,NIKE_OWNED_STORE,48.622361,2.351695,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 07:00, saturday:10:00 - 07:00, sunday:10:00 - 07:00",N°34 Avenue De L'Hurepoi   Sainte-Geneviève-des-Bois  91700
3916,https://www.nike.com/retail/s/nike-sm-fairview,Nike SM Fairview,"Upper G/F SM City Fairview, corner Regalado Ave., Quirino Hwy. ",Quezon City,,1121,PH,(02) 2511024,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,14.73468,121.0599,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00","Upper G/F SM City Fairview, corner Regalado Ave., Quirino Hwy.  Quezon City  1121"
85913,https://www.nike.com/retail/s/nike-seosan,나이키 서산,중앙로 66  ,서산시,충청남도,31983,KR,+82 41 668 0170,FRANCHISEE_PARTNER_STORE,36.782879,126.452643,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",중앙로 66   서산시 충청남도 31983
428,https://www.nike.com/retail/s/nike-by-ponce-city-market,Nike by Ponce City Market,"675 Ponce De Leon Ave., Suite E-184  ",Atlanta,GA,30308,US,404-380-1584,NIKE_OWNED_STORE,33.77177076117522,-84.36554467227896,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:11:00 - 06:00","675 Ponce De Leon Ave., Suite E-184   Atlanta GA 30308"
PD10,https://www.nike.com/retail/s/nike-masonville-place,Nike Masonville Place,1680 Richmond St.  ,London,Ontario,N6G 3Y9,CA,226-663-2433,FRANCHISEE_PARTNER_STORE,43.0248,-81.2796,"monday:11:00 - 07:00, tuesday:11:00 - 07:00, wednesday:11:00 - 07:00, thursday:11:00 - 07:00, friday:11:00 - 07:00, saturday:10:00 - 06:00, sunday:11:00 - 05:00",1680 Richmond St.   London Ontario N6G 3Y9
2470,https://www.nike.com/retail/s/nike-store-fizketorvet,Nike By Fisketorvet (Partnered),Kalvebod Brygge 59  ,Copenhagen,Denmark,1560,DK,+45,FRANCHISEE_PARTNER_STORE,55.66193210749736,12.561365,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:10:00 - 08:00",Kalvebod Brygge 59   Copenhagen Denmark 1560
4307,https://www.nike.com/retail/s/nike-vr-mall-chennai,Nike VR Mall Chennai,"Shop No.- F-29, First Floor VR Mall, Jawahar Lal Nehru Road Anna Nagar ",Chennai,Tamil Nadu,600040,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,13.0811663,80.1966335,"monday:11:00 - 10:00, tuesday:11:00 - 10:00, wednesday:11:00 - 10:00, thursday:11:00 - 10:00, friday:11:00 - 10:00, saturday:11:00 - 10:00, sunday:11:00 - 10:00","Shop No.- F-29, First Floor VR Mall, Jawahar Lal Nehru Road Anna Nagar  Chennai Tamil Nadu 600040"
2318,https://www.nike.com/retail/s/nos-samsun-piazza,Nike Store SamsunPiazza (Partnered),"Yenimahalle, Çarşamba Cad. Samsun Piazza Avm.No:52 Canik ",SAMSUN,,55080,TR,+90 362 290 34 65,FRANCHISEE_PARTNER_STORE,41.2764829,36.353863,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00","Yenimahalle, Çarşamba Cad. Samsun Piazza Avm.No:52 Canik  SAMSUN  55080"
